segment,ch0_psd_mean_asym,ch0_theta_power_asym,ch0_alpha_power_asym,ch0_beta_power_asym,ch0_alpha_theta_ratio_asym,ch0_alpha_beta_ratio_asym,ch0_hjorth_mobility_asym,ch0_hjorth_complexity_asym,ch0_lz_complexity_asym,ch0_lyapunov_asym,ch0_entropy_asym,ch0_fractal_dim_asym,ch1_psd_mean_asym,ch1_theta_power_asym,ch1_alpha_power_asym,ch1_beta_power_asym,ch1_alpha_theta_ratio_asym,ch1_alpha_beta_ratio_asym,ch1_hjorth_mobility_asym,ch1_hjorth_complexity_asym,ch1_lz_complexity_asym,ch1_lyapunov_asym,ch1_entropy_asym,ch1_fractal_dim_asym,ch2_psd_mean_asym,ch2_theta_power_asym,ch2_alpha_power_asym,ch2_beta_power_asym,ch2_alpha_theta_ratio_asym,ch2_alpha_beta_ratio_asym,ch2_hjorth_mobility_asym,ch2_hjorth_complexity_asym,ch2_lz_complexity_asym,ch2_lyapunov_asym,ch2_entropy_asym,ch2_fractal_dim_asym,ch3_psd_mean_asym,ch3_theta_power_asym,ch3_alpha_power_asym,ch3_beta_power_asym,ch3_alpha_theta_ratio_asym,ch3_alpha_beta_ratio_asym,ch3_hjorth_mobility_asym,ch3_hjorth_complexity_asym,ch3_lz_complexity_asym,ch3_lyapunov_asym,ch3_entropy_asym,ch3_fractal_dim_asym,plv_ch0_ch1_asym,plv_ch0_ch2_asym,plv_ch0_ch3_asym,plv_ch1_ch2_asym,plv_ch1_ch3_asym,plv_ch2_ch3_asym,source_file,class_label
10,10.412282622199593,4.094118787893552,0.4712479154433971,0.2241492674067719,2.147343880984456,1.7281114876000718,5.498583491731355,,12000000.0,52.50544011596188,69.12537198741477,154.1371977262546,-6.539385177366865,-4.184325708095513,0.2318975367319839,0.054301054340221,-10.928370930753196,-3.152524993771731,-89.28495123488716,,12000000.0,-7.789336165574657,78.14915319581715,132.3890979461991,-3.53228624334817,-3.5671490570561954,0.2683434729719491,0.103390409453019,5.112287897817017,-10.091032098326473,-8.190404948654285,,14000000.0,11.71766739854999,74.82929255144822,83.46871357873891,11942583.76678866,191.3570714391372,0.3046008584100776,0.1482082485231764,3150.6565148402,283585.968557267,60696740.932340205,,12000000.0,16118.3927024998,6951142.091001675,2179469.0976769323,-3.8992203126606153,80.57842244638928,-2.65341153277446,57.04503289635685,-7.91641117214274,-8.651970068348659,s00_features_asymmetry.csv,1
11,3.989006995648903,-56.489925699609024,0.4033355905912145,0.1836116458931745,2.185690166907253,2.304380592951035,8.187849059236731,,12.999987000013,3.257689936002976,-30.429752325773737,-139.7751939020309,-3.392845685417207,16.97001551070903,0.3652504594697561,0.119423354369562,-5.226315791318031,-7.473378094318179,-19.29041802958358,,12000000.0,-8.366180297390317,-60.707368993145,66.19285319104884,3.754920170936855,-4.16666585048246,0.3008872934011632,0.1023596061878823,2.328771791185436,4.858986747384864,4.242669290084873,,-5.00000250000125,-1.4598368373744746,84.92884420385684,-83.48109526122364,17531871.925406393,198.6170529123271,0.2911272539080792,0.0628866007933563,2902.318119839,282252.3097451074,117887434.48185216,,12000000.0,19904.250253388,7379212.844593564,2167569.659724829,-17.886686922735176,-7.362327596741961,-6.671575252061794,-20.5738184882832,-4.554555725837261,-2.4381217666225115,s00_features_asymmetry.csv,0
12,-9.592621410724895,1.73056370109271,0.3426148470305015,0.2104028465401514,114.05606242419556,1.8290048469561104,-9.066572614611744,,12000000.0,-4.184242169694821,404.58820543238176,63.11366862678605,-5.191588893723099,-1.9389841198998163,0.2715594260322063,0.0863193913187421,2.132290041553584,-13.67271279243752,-12.987088920627077,,12000000.0,-3.129405658460352,-400.25375369277936,98.53273636356148,-5.248979383090409,-1.5610441909228177,0.2471657326872622,0.0782182587407778,1.5995954207473273,-40.43524997110244,6.183550885007959,,12000000.0,-5.745782776540199,-82.88148957604353,38.37875732683515,18994471.92555217,226.4129392558,0.1762775979033565,0.1534085527829864,1543.4992297508002,163719.60413693142,158038271.73726302,,12000000.0,17581.0112257394,6999229.999765829,2165497.679506,-9.38580633251049,-8.686436057094586,-11.652491480204818,-4.845572822681032,-13.983485709022965,-14.742594982907,s00_features_asymmetry.csv,1
13,6.268260547217988,-3.402113666404239,0.5236405171184059,0.1335943314288157,1.2617962725869472,1.5836902687685757,74.19326935007435,,-11.000011000011,2.781231726250501,-117.31732137699082,64.6321562964994,57.071702218948005,-2.94605032781681,0.5532143402169636,0.1655116364858594,8.206328606585538,-4.2832791110264345,-9.658220663491084,,12000000.0,3.4503711352438136,-144.0788236662797,82.89941427203301,29.888310119056,-2.051950833275021,0.3339796231896217,0.100376298387657,3.297228502536498,-4.647932492402408,21.662819080424352,,-7.00000350000175,-4.67220819481524,104906.01377150104,154.2312049662738,31471073.912305687,314.4802064784,0.2850603185495724,0.0973930576934875,1801.4416871214,271823.4596075706,121405479.26125444,,12000000.0,9243.4684406742,7418097.036407565,2168728.846025142,44.32571994638713,2.377505819383987,-11.23639133476312,5.611125826660572,-16.607488171659092,9.906835284005089,s00_features_asymmetry.csv,0
14,-6.070269174991031,1.874837534255303,0.3358079889103803,0.1046044113266157,-3.6688343481961794,3.428789080622788,3.712114255114692,,12000000.0,-2.9572541667882546,-63.11832945464936,437.7751000095585,-1.7068538678427612,-4.360910813200372,0.2296962154709668,0.0951036132359469,3.2658466754665563,10.305001520644115,-129.54109630240336,,10.999989000011,2.1495923848213443,-22.757047598309708,89.69413293188936,-6.924610190794928,-1.8431487122431804,0.2945827187449659,0.1544318416875961,2.586498470181746,-5.703796405806532,5.397574664436101,,12000000.0,29.973599319652664,-50.85992586395667,-135.01533188236087,27287772.208473384,120.97566557985704,0.3593260337948915,0.1737128272234041,5843.855889709401,330610.40013632085,118878444.91116948,,10000000.0,7975.346949061801,7574985.32516144,2235159.4731220347,-25.249944952779245,-8.686977181084778,-3.8036841514828654,-29.284218705659487,-4.963291560409672,-8.313649556596893,s00_features_asymmetry.csv,1
15,-44.11294295836932,-1.3765380853873832,0.5675586699123987,0.1730675610629114,1.0531099157356425,1.4617839343421588,3.896966295009853,,-5.00000250000125,8.80059209680039,-96.35285125868548,398.3291852365484,-15.49624344485624,8.681349420813081,0.3836641067379743,0.1824256944382353,-9.946575197715784,56.17482559026819,-8.964499746745044,,12000000.0,-4.233328469295636,-324.92300830240424,-438.2716661462993,-2.6644482510119047,-1.7249545230342551,0.2903856079802868,0.0703349883640311,1.9645885031818813,-9.297298544656114,-6.104285760431416,,12000000.0,-3.204473759729806,81.40482022078932,1047.3108078891205,18285767.46888949,29.31188866638864,0.2277692425737569,0.0651933828767226,14548.4192921426,220579.09391176185,89047114.55189969,,12000000.0,20256.0783505714,7416425.524621003,2191983.990059145,-4.778925637970685,-8.364688630442714,-5.571505464562446,25.52926304226293,-10.069577403248111,-13.713885532020162,s00_features_asymmetry.csv,0
16,6.061336550443815,2.1142310960289388,0.3978712022042785,0.1541929149712074,-12.129270165626034,2.644802444572808,4.781038374856124,,14000000.0,-2.7958739588955126,-78.08239821442632,154.62330563800677,107.62948093125452,2.956656503693554,0.298312186061443,0.0884341777867795,-2.6893506388567743,-19.72096307051496,52.62400445990981,,14000000.0,-18.87110080664068,272.7398276393653,135.71160013201492,7.45892367635832,-2.088738052610862,0.3269450648207562,0.1561951726264702,1.943723466977966,19.764754161261543,9.41295261811056,,14000000.0,3.9931264458665376,49.866287044182,-151.24437378322418,27096942.652243625,126.06279960361135,0.2837249266726226,0.0810160424080951,4431.0280198594,272679.2306168902,84690613.13345361,,14000000.0,11014.2605347716,7204037.167482904,2115710.25946201,-2.073987826551889,-2.1310217385765693,-2.550996113330928,11.652116229351329,-9.33150122673283,41.2797611637293,s00_features_asymmetry.csv,1
17,-10.422010899318224,-3.7532778530361126,0.5385939760936921,0.1646688325264395,1.2278679908459331,1.4947325827081313,3.548944700284423,,-11.000011000011,-11.453518444983697,76.04101067883575,-325.4813847442819,5.432854464145015,7.131262440115243,0.4895783146703114,0.0909360516962708,-2.880062552142613,-4.381090434215578,4.410357077457646,,12.999987000013,-1.0522055105129278,456.51375050473024,43.54975883771831,-5.210853362221522,-3.6047301588607104,0.2601017974307479,0.0671617516370053,-13.340966262949618,-2.78548070987518,24.511468158512148,,-6.0000030000015,4.301211990856579,26.541614711367743,30.09053360570013,16319206.782796752,67.0434981210908,0.1427580059704018,0.1004450999011828,4135.306288219201,135931.1947521198,92727313.8544304,,10000000.0,-2151.4287413638003,7390900.430157599,2241215.124730545,-1.858555217238396,-1.9783507059865053,-1.855196111809632,-18.962677126799505,-9.377697482305368,-84.07318406144162,s00_features_asymmetry.csv,0
18,2.1362353446171927,2.757561597896741,0.4075441373101685,0.2218116155805904,5.749625080728957,2.160430450671676,22.094523822281893,,12.999987000013,-2.815598457184072,-77.32234265098965,-2642.829966351836,73.07498019560269,-28.39284289824448,0.5763069135220661,0.2054473143969963,-3.4111103864921755,-3.108069049576319,-31.682271814991864,,-6.0000030000015,-25.126164220958767,70.05949486345781,91.68352232642629,-29.279865001258223,79.59490604906277,0.3024656529755406,0.0949594656913815,-3.4092271692167024,-3.6068454761763498,-8.835363984312918,,-13.000013000013,-4.913759567758807,-403.8610194110785,227.3368104486359,17134840.246305604,51.093091244497046,0.2673401446763819,0.1058326593699601,10070.6189227242,253904.4529363192,120229746.62142567,,14000000.0,28157.2243025306,7247842.412017107,2266591.09410767,-1.7964745678125666,-6.507332673422082,-2.386551549911033,118.9553018327956,-11.23799267202235,-10.900223986932623,s00_features_asymmetry.csv,1
19,-15.246227981806186,1.8282976369062056,0.3435802111674144,0.125136241289166,-8.926921715368799,2.1915662041667567,-15.859323428737827,,14000000.0,4.180584666734767,-92.56602211823711,81.48852801959909,-3.953513083313096,-4.978614239691954,0.3243206586613681,0.0645977080684965,-8.761619705376633,-3.188346033179817,-5.980678433835547,,12.999987000013,9.465095882972008,80.05259337577642,66.7142592065886,-502.5690069085918,-1.4139780108658035,0.2160014953983106,0.0930728812721206,1.6796554168163649,-4.676174023547037,13.152256465008604,,-6.0000030000015,-2.631940210942657,25.53545477787232,392.7185984014416,14190505.635452798,372.8513253892,0.248127457861589,0.1591017791779085,1323.8713113998,229843.22485813065,79003153.91601872,,14000000.0,23135.561957799,7328283.746261544,2257600.1850706697,-22.231203298119496,-2.0918449073919323,-7.216911572051861,-1.848090846980914,-19.132484872438308,-2.074529743569999,s00_features_asymmetry.csv,1
20,-59.09631044519685,-8.364404016593532,0.360508944626482,0.2014900605872249,1.6818965889748796,2.238574487617352,-4.917205001960472,,14000000.0,3.8122413727021343,-291.609066981905,-24.15960509188177,-11.50395836221354,-37.723427778867546,0.3666828443593943,0.1115721661341328,-28.957730783601523,-13.958936831251725,-18.349254811703226,,-6.0000030000015,-0.5225038385684558,-49.22653131396695,-68.75999815670407,-15.47536397607203,4.069502360457018,0.2530578467639978,0.1091942319771499,-2.24260040023682,-4.525936613159632,2.6893741757267184,,-13.000013000013,-5.869346230720775,129.38879772874873,-52.25905339556663,16514992.324923327,284.445733843,0.2637214312032063,0.0887928969889526,1841.3360720372,252510.8464160016,89076411.88126087,,14000000.0,4415.4913429706,7448892.561174768,2220052.30027234,-5.245883892754058,-27.264833919537864,-6.594484261183811,-13.5394441939951,-18.074199265432537,-11.62797579454644,s00_features_asymmetry.csv,0
21,-5.811899566540099,2.126598145461596,0.3140092214604374,0.1293507725784248,-9.987370738292206,2.8032545518132697,-2.841793781499236,,12000000.0,0.1123980129325691,-85.79055073800139,143.84422679328637,-2.8131723389381045,9.096683190187802,0.5990211808740858,0.1176637627346856,-2.1173468954911057,-2.578128998658781,-5.154556616428484,,12000000.0,0.6893961058142207,75.86673934407155,278.111206858008,13.538974465190613,2.295650060702182,0.3459930139104276,0.0690771007215655,-1.525580811505832,-3.185829226480166,4.012540096198876,,-3.666667888889296,-2.742481934494796,-107.56666289010516,-84.60532366793686,24113201.531002074,89.13522055539985,0.2128912946858622,0.0823146527802465,4671.987259995601,204475.6246627912,123204096.0264563,,12000000.0,-4470.648593700001,7196396.510713808,2198224.8920078333,-5.116066511908365,-5.170569910107646,-4.099975462256139,-2.4430448491370966,-14.66406412927415,-2.653724760137049,s00_features_asymmetry.csv,1
22,7.540374280075722,17.972631720061674,0.6112414246499367,0.2029904411470756,1.366012258594001,1.3856237461130303,15.442524552361654,,-13.000013000013,-7.662599006781081,-172.68988672493882,-53.25040384586039,6.004009107439229,4.745719477862283,0.300502984601983,0.1276789392081867,3.868581295778697,2.377011243072444,144.60904723093165,,6.99999650000175,5.356783279704527,124.83024899010842,5589.686754895427,-8.435928413160742,-4.085894055532291,0.272919952926966,0.1271768167789637,10.273835053928376,-6.605180758435935,-27.51745755980269,,-6.0000030000015,6.595092929728406,-136.252817900986,-94.24305188994988,16069858.75813097,165.71035484796192,0.282029914942305,0.083572065794876,3363.2975757278,270717.696375634,59179787.39999865,,14000000.0,32734.5691963886,7239439.1573288115,2227251.2265652977,-12.137902920642237,-6.878766517954318,-15.644692600053814,-10.160727730506428,-22.47443907060953,-10.254462760563374,s00_features_asymmetry.csv,1
23,-4.4907474997766,-7.997047119557102,0.6166340785745331,0.2727505707084436,1.2625437003828108,1.4780998459769317,12.776157631851706,,10000000.0,6.549371818001893,-37.5645080523398,29.130589801762408,-2.3967756686725314,5.1282941215928215,0.3954616579845791,0.0886390335445007,-2.3472924605725165,-3.821318646529757,18.18483013619175,,8000000.0,0.9191994195565724,-651.0076345284783,92.76953799692092,-2.174652216068254,2.5596154663369948,0.2997177987665206,0.1370915003297124,-10.129559502805153,3.3261645507113893,5.1094037578398215,,10.999989000011,-3.6371495545976265,-82.18682518537234,124.13208317083158,16023071.18473753,385.3578780728,0.2772489578064075,0.1070438244607761,1431.4873841508002,263163.9214977976,80968773.13003449,,8000000.0,2606.7148374082003,7451654.022214316,2226721.297222359,-4.942175519515804,-22.213391153237097,-5.75980146092408,-2.397666749360244,-7.331784873760023,-2.2133035594569392,s00_features_asymmetry.csv,0
24,3.432522221875362,-38.407671835139865,0.3575449976075574,0.1638599598483526,2.72965761651364,3.124901362023005,4.485801974443677,,10.999989000011,6.638328542498924,79.53301866609768,-44.44267969056179,17.547014455899777,-2.129685222940074,0.239679933436412,0.1003257442062543,2.716348327379647,-9.668401751799175,10.221069195162242,,5.9999970000015,3.41214069264437,87.9689817229042,303.72135895272646,-4.6389363532921255,-1.2397669659392865,0.3276011208993473,0.131096590231071,1.5008722474157363,-3.4856318018358943,8.85915112899606,,5.9999970000015,-3.233406470322567,-598.8612129548446,-120.75070290613375,5944681.399809498,98.09514727004552,0.2113699502904612,0.0651489846240998,4223.3805744888,204701.8901437126,86326175.27415113,,10000000.0,3309.7747614324003,7055067.2576713385,2261644.2919965945,-7.324371891712829,12.758919058974604,-3.989689228753,3.627568075277265,-4.217688944299527,3.989062673463217,s00_features_asymmetry.csv,0
25,2.0050311290264573,4.803318662978287,0.5693182986166659,0.3744198949827269,1.5851824317140848,1.5112850142130985,3.2675039951376967,,12000000.0,2.0405150266269243,263.3955298596008,-110.61165833042028,32.44180734335706,-3.353342658928101,0.4611084942585959,0.1618838106478999,4.456823503116994,-14.990277152310949,8.103530633887932,,-13.000013000013,-1.391723366286025,213.79492900930416,1434.398391996517,-7.514743677982658,-1.7511188121726944,0.2251462111081646,0.0771021925163794,1.77832284481448,-83.18389249306104,12.211012412829731,,-13.000013000013,5.994073407556461,112.23834245732166,-173.79401096253787,9035891.08450341,132.70176931600452,0.253473653057586,0.0775013035360462,3763.479193253,244017.8041054962,91191332.91666462,,14000000.0,23358.8131437268,7432554.557974669,2209878.5109909275,-27.273168372131853,-5.66736369288469,-2.3146759603625124,-5.047687055495313,-2.399165543077823,-3.417846284191492,s00_features_asymmetry.csv,1
26,6.054884587777687,3.80690558367582,0.375592416990957,0.2878139756081461,2.3128039825631874,1.8339585555990032,4.89577019217307,,10.999989000011,-16.07071681386109,78.92728888950104,745.5121641504172,-1.8724344903057868,3.8567665627004986,0.2482353662010333,0.1081372668728545,-3.272448829599034,-27.889411677774508,-6.201640348233246,,10.999989000011,0.8218854818108575,-26.824080580591435,108.72999623656004,-7.825850642650446,-219.051066286477,0.503115389826306,0.1075702366083341,-1.9893500991021849,-2.000315212338089,-4.4132774088221245,,10000000.0,-1.0884688891573118,1362.7758019742528,-161.29916956683317,12533600.381342946,239.2399424312,0.2759515388649463,0.0857026688229694,2287.7765272518,264612.5384886952,131951243.34707992,,10000000.0,-750.285207545,7463908.766712447,2258982.6200229046,-11.214309308429824,11.01827977827148,-12.46227748512582,-13.811288262776776,-3.3928843142493377,20.114978431751734,s00_features_asymmetry.csv,1
